City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Saint-Philippe,-21.3585,55.7679,80.19,86,100,14.16,RE,2022-02-14 18:39:23
Cocoa,28.3861,-80.742,63.43,48,0,18.41,US,2022-02-14 18:39:24
Farafangana,-22.8167,47.8333,76.78,90,66,5.99,MG,2022-02-14 18:39:24
Nome,64.5011,-165.4064,-5.73,65,0,8.05,US,2022-02-14 18:39:25
Veshenskaya,49.6303,41.7334,13.32,94,13,5.48,RU,2022-02-14 18:39:26
Mizdah,31.4451,12.9801,56.21,32,50,10.76,LY,2022-02-14 18:39:26
Panzhihua,26.5851,101.7128,47.17,46,0,1.61,CN,2022-02-14 18:39:27
Hasaki,35.7333,140.8333,28.8,52,47,4.36,JP,2022-02-14 18:39:28
Sisophon,13.5859,102.9737,74.97,89,54,6.62,KH,2022-02-14 18:39:28
Fairfield,41.2668,-73.3162,24.8,42,0,21.85,US,2022-02-14 18:39:09
Broken Hill,-31.95,141.4333,78.51,29,10,10.36,AU,2022-02-14 18:39:30
Nioki,-2.7167,17.6833,73.83,81,37,0.43,CD,2022-02-14 18:39:30
Biak,-0.9131,122.8766,75.58,84,72,2.57,ID,2022-02-14 18:40:31
Dingle,10.9995,122.6711,73.45,91,100,6.35,PH,2022-02-14 18:40:32
Iquique,-20.2208,-70.1431,72.19,68,71,6.24,CL,2022-02-14 18:40:32
Bratsk,56.1325,101.6142,-8.91,100,38,2.64,RU,2022-02-14 18:40:33
Padang,-0.9492,100.3543,76.8,83,96,4.45,ID,2022-02-14 18:40:34
Bambous Virieux,-20.3428,57.7575,81.21,89,40,11.5,MU,2022-02-14 18:40:34
Chamba,32.5667,76.1333,50.99,62,100,5.46,IN,2022-02-14 18:40:35
Yulara,-25.2406,130.9889,73.24,38,1,6.91,AU,2022-02-14 18:40:36
Baoqing,46.3317,132.2111,3.52,97,100,4.12,CN,2022-02-14 18:40:36
Nanlong,31.3533,106.0631,48.0,72,56,3.24,CN,2022-02-14 18:40:37
Hope,33.6671,-93.5916,67.98,33,0,8.21,US,2022-02-14 18:39:03
Lata,40.1629,-8.3327,53.82,89,6,3.36,PT,2022-02-14 18:40:38
Dubasari,47.2631,29.1608,39.29,64,95,7.07,MD,2022-02-14 18:40:39
Jumla,29.2747,82.1838,29.05,72,3,6.6,NP,2022-02-14 18:35:42
Hervey Bay,-25.2986,152.8535,69.91,76,56,20.29,AU,2022-02-14 18:40:40
Bathsheba,13.2167,-59.5167,84.81,58,40,17.27,BB,2022-02-14 18:40:41
Khandyga,62.6667,135.6,-43.96,100,55,1.57,RU,2022-02-14 18:40:41
Gull Lake,50.1001,-108.4847,21.56,85,100,16.58,CA,2022-02-14 18:40:42
Bonavista,48.6499,-53.1147,23.11,91,100,23.62,CA,2022-02-14 18:40:43
Ures,29.4333,-110.4,84.27,9,0,2.68,MX,2022-02-14 18:40:44
Tokonou,9.65,-9.7833,83.26,14,0,3.8,GN,2022-02-14 18:40:44
Kirkwall,58.9848,-2.9587,39.25,65,20,11.5,GB,2022-02-14 18:40:45
Moindou,-21.6924,165.677,76.95,86,63,2.39,NC,2022-02-14 18:40:46
Puerto Escondido,15.85,-97.0667,88.63,58,20,9.22,MX,2022-02-14 18:40:47
Kisangani,0.5167,25.2,80.92,49,99,2.86,CD,2022-02-14 18:40:47
Sao Felix Do Xingu,-6.6447,-51.995,83.88,69,99,3.8,BR,2022-02-14 18:39:59
Pevek,69.7008,170.3133,-22.22,99,100,5.44,RU,2022-02-14 18:40:49
Taoudenni,22.6783,-3.9836,67.8,18,96,10.51,ML,2022-02-14 18:40:49
Tongren,27.7172,109.1853,45.68,84,98,3.62,CN,2022-02-14 18:40:50
Deputatskiy,69.3,139.9,-24.11,94,6,6.08,RU,2022-02-14 18:40:50
Sijunjung,-0.6876,100.9537,72.03,95,87,1.25,ID,2022-02-14 18:40:51
Kemijarvi,66.7131,27.4306,7.68,90,5,3.98,FI,2022-02-14 18:40:52
Ustyuzhna,58.8394,36.4321,30.4,88,100,11.01,RU,2022-02-14 18:40:52
Coquimbo,-29.9533,-71.3436,69.75,72,44,8.93,CL,2022-02-14 18:40:53
Jutai,-5.1833,-68.9,81.05,85,99,1.39,BR,2022-02-14 18:40:54
Chapais,49.7834,-74.8492,-4.22,77,100,7.45,CA,2022-02-14 18:40:54
Kloulklubed,7.0419,134.2556,79.3,75,11,13.69,PW,2022-02-14 18:40:55
Gryazovets,58.88,40.2525,28.09,93,100,10.71,RU,2022-02-14 18:40:56
Airai,-8.9266,125.4092,58.12,92,21,3.06,TL,2022-02-14 18:40:56
Groa,62.65,8.7167,32.09,88,100,9.6,NO,2022-02-14 18:40:57
Hwange,-18.3693,26.5019,72.12,50,0,3.09,ZW,2022-02-14 18:40:58
Pisco,-13.7,-76.2167,75.25,60,0,8.05,PE,2022-02-14 18:40:59
Lompoc,34.6391,-120.4579,78.13,92,100,4.61,US,2022-02-14 18:41:00
Waddan,29.1614,16.139,58.23,32,0,12.37,LY,2022-02-14 18:41:00
Semirom,31.4167,51.5667,28.04,61,0,2.17,IR,2022-02-14 18:41:01
Ketchikan,55.3422,-131.6461,40.98,87,20,6.91,US,2022-02-14 18:41:02
Praia,14.9215,-23.5087,75.74,57,0,19.57,CV,2022-02-14 18:42:02
Springfield,37.2153,-93.2982,58.42,38,0,9.22,US,2022-02-14 18:41:43
Resistencia,-27.4606,-58.9839,100.09,22,0,5.75,AR,2022-02-14 18:42:04
Rassvet,46.8333,40.75,33.01,79,0,8.95,RU,2022-02-14 18:42:05
Jining,35.405,116.5814,37.0,1,100,6.06,CN,2022-02-14 18:42:05
Lempaala,61.3167,23.75,33.1,100,100,3.44,FI,2022-02-14 18:42:06
Bogorodskoye,56.55,37.8833,30.09,88,100,11.86,RU,2022-02-14 18:42:06
Margate,51.3813,1.3862,46.89,82,48,1.99,GB,2022-02-14 18:42:07
Along,28.1667,94.7667,46.99,64,0,2.06,IN,2022-02-14 18:42:08
Korgen,66.0771,13.8153,26.31,94,16,5.26,NO,2022-02-14 18:42:09
Belaya Gora,68.5333,146.4167,-30.3,99,31,5.12,RU,2022-02-14 18:42:09
Kavaratti,10.5669,72.642,80.69,71,0,1.25,IN,2022-02-14 18:42:10
Feni,23.0186,91.41,58.78,56,0,4.63,BD,2022-02-14 18:42:11
Saint-Pierre,-21.3393,55.4781,80.28,74,0,3.44,RE,2022-02-14 18:42:11
Fort Nelson,58.8053,-122.7002,-4.41,84,20,2.3,CA,2022-02-14 18:42:12
Tessalit,20.1986,1.0114,68.07,15,74,10.78,ML,2022-02-14 18:42:13
Kamarion,36.8,25.8167,50.76,66,95,18.32,GR,2022-02-14 18:42:13
Cacoal,-11.4386,-61.4472,83.26,79,67,1.7,BR,2022-02-14 18:42:14
Benjamin Constant,-4.3831,-70.0311,87.93,74,40,4.61,BR,2022-02-14 18:42:15
San Quintin,30.4833,-115.95,70.5,40,0,7.61,MX,2022-02-14 18:42:15
Port Elizabeth,-33.918,25.5701,68.29,77,100,13.8,ZA,2022-02-14 18:42:16
Tanout,14.9709,8.8879,75.43,9,48,11.18,NE,2022-02-14 18:42:17
Skibbereen,51.55,-9.2667,48.11,82,100,14.63,IE,2022-02-14 18:42:17
Pontianak,-0.0333,109.3333,75.18,100,100,4.61,ID,2022-02-14 18:42:18
Maumere,-8.6199,122.2111,79.93,80,19,4.81,ID,2022-02-14 18:42:19
Bayji,34.9311,43.487,57.54,34,0,4.21,IQ,2022-02-14 18:42:20
Moose Factory,51.2585,-80.6094,6.8,47,0,14.97,CA,2022-02-14 18:42:20
Iqaluit,63.7506,-68.5145,-13.27,70,100,2.3,CA,2022-02-14 18:42:21
Haines Junction,60.7522,-137.5108,4.95,85,100,1.14,CA,2022-02-14 18:42:22
Adelaide,-34.9333,138.6,69.17,65,0,2.3,AU,2022-02-14 18:42:22
Bay Roberts,47.5999,-53.2648,26.51,88,100,15.99,CA,2022-02-14 18:42:23
Kalianget,-7.05,113.9333,77.56,84,98,3.02,ID,2022-02-14 18:42:24
General Roca,-39.0333,-67.5833,95.4,20,0,4.47,AR,2022-02-14 18:42:25
Brokopondo,4.75,-55.1667,80.47,84,51,7.78,SR,2022-02-14 18:42:25
Sechura,-5.5569,-80.8222,80.8,58,93,13.6,PE,2022-02-14 18:42:26
Andros Town,24.7,-77.7667,73.36,56,91,18.1,BS,2022-02-14 18:42:27
Barcelos,41.5388,-8.6151,53.28,86,1,5.1,PT,2022-02-14 18:42:27
Sibolga,1.7427,98.7792,76.14,90,72,3.15,ID,2022-02-14 18:39:29
Novikovo,51.1537,37.8879,16.54,91,77,5.61,RU,2022-02-14 18:42:28
Ballina,-28.8667,153.5667,67.96,90,100,2.3,AU,2022-02-14 18:42:29
Kosh-Agach,50.0,88.6667,-11.94,97,100,1.19,RU,2022-02-14 18:42:30
Iracoubo,5.4802,-53.2011,78.84,88,70,10.51,GF,2022-02-14 18:42:31
Del Rio,29.3627,-100.8968,66.31,22,0,13.8,US,2022-02-14 18:42:33
Banda Aceh,5.5577,95.3222,79.07,79,83,2.98,ID,2022-02-14 18:42:33
Sonoita,31.85,-112.8333,77.52,12,0,2.71,MX,2022-02-14 18:42:34
Husavik,66.0449,-17.3389,22.91,76,29,19.86,IS,2022-02-14 18:43:35
Yumen,40.2833,97.2,26.17,36,8,6.31,CN,2022-02-14 18:43:36
Chokurdakh,70.6333,147.9167,-21.53,96,21,7.67,RU,2022-02-14 18:43:36
Rocha,-34.4833,-54.3333,79.47,36,0,14.61,UY,2022-02-14 18:43:37
Shangrao,28.4532,117.9686,41.94,90,0,2.91,CN,2022-02-14 18:43:38
Nisia Floresta,-6.0911,-35.2086,88.61,57,98,12.62,BR,2022-02-14 18:43:38
Kailua,21.4022,-157.7394,74.75,67,20,11.5,US,2022-02-14 18:43:39
Te Anau,-45.4167,167.7167,50.94,78,100,1.05,NZ,2022-02-14 18:43:40
Provideniya,64.3833,-173.3,-10.28,91,100,12.08,RU,2022-02-14 18:43:40
Viransehir,37.2353,39.7631,45.72,59,0,5.44,TR,2022-02-14 18:43:41
Katete,-0.7818,29.7544,70.2,57,100,4.23,UG,2022-02-14 18:43:41
Faya,18.3851,42.4509,57.72,52,2,5.77,SA,2022-02-14 18:43:42
Kununurra,-15.7667,128.7333,76.98,94,58,4.61,AU,2022-02-14 18:43:43
Gat,31.61,34.7642,56.08,100,0,0.78,IL,2022-02-14 18:43:44
Inhambane,-23.865,35.3833,78.78,83,40,4.61,MZ,2022-02-14 18:43:44
Santa Maria,-29.6842,-53.8069,79.9,34,0,4.61,BR,2022-02-14 18:42:14
Maceio,-9.6658,-35.7353,87.24,58,40,17.27,BR,2022-02-14 18:43:45
Ippy,6.2679,21.2247,84.74,14,100,3.94,CF,2022-02-14 18:43:46
Port Hardy,50.6996,-127.4199,47.75,87,20,8.05,CA,2022-02-14 18:42:14
Jewar,28.1333,77.55,64.87,66,0,3.96,IN,2022-02-14 18:43:47
Koszalin,54.1944,16.1722,47.68,67,11,14.97,PL,2022-02-14 18:43:48
Tezpur,26.6333,92.8,56.86,57,0,4.14,IN,2022-02-14 18:43:48
Kerman,30.2832,57.0788,40.86,65,0,4.61,IR,2022-02-14 18:43:25
Llandrindod Wells,52.2416,-3.3787,42.93,78,100,19.77,GB,2022-02-14 18:43:49
Domna,51.8971,113.1573,-26.97,74,78,2.24,RU,2022-02-14 18:43:50
Ucluelet,48.9329,-125.5528,45.09,91,43,4.16,CA,2022-02-14 18:41:27
Ierapetra,35.01,25.7353,55.15,60,0,5.01,GR,2022-02-14 18:43:51
Dong Hoi,17.4833,106.6,62.98,90,100,8.61,VN,2022-02-14 18:42:11
Ushtobe,45.2514,77.9838,31.17,87,100,15.99,KZ,2022-02-14 18:43:53
Lucapa,-8.4192,20.7447,65.21,95,82,1.3,AO,2022-02-14 18:43:53
Filimonovo,56.2011,95.4611,-5.37,98,100,4.12,RU,2022-02-14 18:43:54
Maldonado,-34.6667,-54.9167,79.99,38,0,14.23,UY,2022-02-14 18:43:55
Witu,-2.3889,40.4382,78.96,86,15,8.7,KE,2022-02-14 18:43:55
Reinosa,42.9996,-4.138,41.22,88,10,6.98,ES,2022-02-14 18:43:56
Pecos,31.4229,-103.4932,67.3,14,0,5.75,US,2022-02-14 18:43:57
Owase,34.0667,136.2,42.94,77,19,3.44,JP,2022-02-14 18:43:58
San Nicolas,18.1725,120.5953,75.11,78,20,10.36,PH,2022-02-14 18:43:58
Necochea,-38.5473,-58.7368,87.15,29,5,4.09,AR,2022-02-14 18:43:59
Zaozerne,45.1582,33.2787,37.26,69,13,4.76,UA,2022-02-14 18:44:00
Tambopata,-12.7333,-69.1833,85.89,62,75,4.61,PE,2022-02-14 18:42:52
Ukiah,39.1502,-123.2078,69.03,67,0,5.01,US,2022-02-14 18:44:01
Muisne,0.6,-80.0333,77.11,87,79,7.9,EC,2022-02-14 18:44:01
Rockingham,42.9668,-71.0995,23.36,45,100,4.0,US,2022-02-14 18:44:03
Bintulu,3.1667,113.0333,75.61,100,40,8.05,MY,2022-02-14 18:44:03
Lamu,-2.2717,40.902,79.02,86,10,13.02,KE,2022-02-14 18:44:04
Merritt Island,28.5392,-80.672,64.09,48,0,18.41,US,2022-02-14 18:40:15
Nizwa,22.9333,57.5333,63.43,60,0,7.0,OM,2022-02-14 18:45:05
Qarqin,37.4185,66.0436,43.25,67,1,11.01,AF,2022-02-14 18:45:06
Acapulco,16.8634,-99.8901,85.82,66,0,3.44,MX,2022-02-14 18:43:14
Oriximina,-1.7656,-55.8661,80.62,84,100,3.27,BR,2022-02-14 18:45:07
Pilar,-9.5972,-35.9567,85.93,52,92,14.16,BR,2022-02-14 18:45:08
Kudahuvadhoo,2.6708,72.8944,81.16,72,100,3.62,MV,2022-02-14 18:45:08
San Patricio,28.017,-97.5169,69.89,34,0,9.31,US,2022-02-14 18:42:08
Mao,39.8885,4.2658,48.76,93,0,4.61,ES,2022-02-14 18:45:10
Ixtapa,20.7,-105.2,92.77,26,87,8.14,MX,2022-02-14 18:45:10
Batemans Bay,-35.7167,150.1833,67.1,86,0,4.41,AU,2022-02-14 18:45:11
Makungu,-8.7333,35.2833,64.0,94,100,3.53,TZ,2022-02-14 18:45:12
Roebourne,-20.7833,117.1333,91.2,43,4,16.8,AU,2022-02-14 18:45:13
Zaysan,47.4667,84.8667,15.98,91,94,2.01,KZ,2022-02-14 18:45:13
Vardo,70.3705,31.1107,29.95,86,75,12.66,NO,2022-02-14 18:45:14
Porto Velho,-8.7619,-63.9039,77.05,94,75,3.44,BR,2022-02-14 18:45:15
Lazaro Cardenas,17.9583,-102.2,85.23,50,100,9.86,MX,2022-02-14 18:43:04
Cap-Aux-Meules,47.3821,-61.8597,17.65,79,100,26.46,CA,2022-02-14 18:45:17
Andenne,50.4894,5.0951,47.14,83,43,9.69,BE,2022-02-14 18:45:18
Bestobe,52.4994,73.0975,16.0,87,100,17.29,KZ,2022-02-14 18:45:19
Xuzhou,34.1805,117.1571,36.61,50,100,10.09,CN,2022-02-14 18:45:19
South Daytona,29.1658,-81.0045,64.24,40,20,16.11,US,2022-02-14 18:44:20
Melita,49.2681,-100.9967,5.95,88,100,2.82,CA,2022-02-14 18:43:18
Juazeiro,-9.4117,-40.4986,87.98,58,20,6.91,BR,2022-02-14 18:45:21
Alyangula,-13.8483,136.4192,71.47,100,55,0.0,AU,2022-02-14 18:45:22
Matara,5.9485,80.5353,74.34,87,100,4.94,LK,2022-02-14 18:45:22
Arua,3.0201,30.9111,75.51,33,17,3.44,UG,2022-02-14 18:45:23
Leigh,53.4833,-2.5167,45.25,83,96,7.0,GB,2022-02-14 18:45:24
Riyadh,24.6877,46.7219,59.14,19,0,4.81,SA,2022-02-14 18:40:35
Dire,12.2833,-10.9667,86.32,11,0,4.7,ML,2022-02-14 18:45:25
Sumenep,-7.0167,113.8667,76.82,85,96,3.02,ID,2022-02-14 18:45:26
Tynda,55.1667,124.7167,-15.47,97,98,2.44,RU,2022-02-14 18:45:26
Bethalto,38.9092,-90.0407,45.73,56,0,10.36,US,2022-02-14 18:45:27
Ovsyanka,55.9575,92.5519,-0.78,99,100,1.88,RU,2022-02-14 18:45:28
Kisaran,2.9845,99.6158,74.23,98,51,2.93,ID,2022-02-14 18:45:28
Asyut,27.181,31.1837,58.39,45,0,10.56,EG,2022-02-14 18:45:29
Talcahuano,-36.7167,-73.1167,62.53,74,0,8.75,CL,2022-02-14 18:45:19
Kuusamo,65.9667,29.1833,-2.16,84,0,2.3,FI,2022-02-14 18:45:30
Tabou,4.423,-7.3528,78.46,83,77,3.78,CI,2022-02-14 18:45:31
Teya,60.3778,92.6267,-17.14,98,17,4.34,RU,2022-02-14 18:45:31
Saint-Ambroise,48.5501,-71.3324,-1.43,65,100,6.91,CA,2022-02-14 18:45:32
Klaksvik,62.2266,-6.589,34.72,58,99,17.67,FO,2022-02-14 18:45:33
Meulaboh,4.1363,96.1285,76.26,88,100,4.56,ID,2022-02-14 18:45:33
Dunedin,-45.8742,170.5036,58.8,88,87,2.84,NZ,2022-02-14 18:41:25
Kerchevskiy,59.946,56.2884,6.06,99,95,5.53,RU,2022-02-14 18:45:35
Naples,40.8333,14.25,54.14,86,40,5.99,IT,2022-02-14 18:41:04
Donskoye,45.4552,41.9741,30.33,53,100,11.99,RU,2022-02-14 18:45:37
Palana,59.1167,159.9667,-3.91,89,100,8.95,RU,2022-02-14 18:46:37
Lewiston,44.1003,-70.2148,20.95,49,40,17.27,US,2022-02-14 18:42:14
Agara,42.0376,43.8238,30.87,75,100,5.84,GE,2022-02-14 18:46:39
Novyy Urengoy,66.0833,76.6333,-12.5,100,100,7.81,RU,2022-02-14 18:46:39
Boa Vista,2.8197,-60.6733,96.78,32,75,16.11,BR,2022-02-14 18:46:40
North Bend,43.4065,-124.2243,50.23,97,47,1.01,US,2022-02-14 18:46:40
Kurilsk,45.2333,147.8833,24.24,69,87,18.34,RU,2022-02-14 18:46:43
Ambilobe,-13.2,49.05,75.07,92,96,0.92,MG,2022-02-14 18:46:43
Hobyo,5.3505,48.5268,77.16,66,100,20.33,SO,2022-02-14 18:46:44
Calvinia,-31.4707,19.776,80.46,41,100,11.01,ZA,2022-02-14 18:46:45
Campos,-21.75,-41.3,86.05,66,20,16.11,BR,2022-02-14 18:46:45
Bela,25.9333,81.9833,55.18,62,0,3.11,IN,2022-02-14 18:46:46
Piacabucu,-10.4056,-36.4344,84.47,59,100,14.65,BR,2022-02-14 18:46:47
Pangnirtung,66.1451,-65.7125,-31.0,75,0,0.0,CA,2022-02-14 18:46:47
Bodo,67.28,14.405,26.78,95,20,5.75,NO,2022-02-14 18:46:49
Delmas,18.5447,-72.3028,92.12,29,20,4.61,HT,2022-02-14 18:46:50
Sidi Ali,36.0998,0.4206,53.22,86,10,13.87,DZ,2022-02-14 18:46:51
Talnakh,69.4865,88.3972,-10.5,76,57,7.58,RU,2022-02-14 18:46:51
Abalak,58.1286,68.5944,-11.16,100,91,4.21,RU,2022-02-14 18:46:52
Laksham,23.2472,91.1425,60.12,54,0,5.21,BD,2022-02-14 18:46:53
Cooma,-36.2333,149.1333,51.57,93,0,0.0,AU,2022-02-14 18:46:53
Vila,42.0304,-8.1588,43.32,89,18,2.59,PT,2022-02-14 18:46:54
Villa Carlos Paz,-31.4241,-64.4978,84.06,10,0,5.99,AR,2022-02-14 18:46:55
Cairns,-16.9167,145.7667,76.95,93,75,10.36,AU,2022-02-14 18:46:56
Kumluca,36.3703,30.2869,54.68,66,3,5.5,TR,2022-02-14 18:46:56
Tekeli,44.83,78.8239,23.79,89,100,5.84,KZ,2022-02-14 18:46:57
Leninskoye,41.7589,69.3864,31.93,92,64,2.95,KZ,2022-02-14 18:46:58
Bronnoysund,65.4625,12.1997,26.71,80,0,8.05,NO,2022-02-14 18:46:58
Mason City,43.1536,-93.201,19.67,68,20,11.5,US,2022-02-14 18:43:59
Nizhneudinsk,54.9076,99.0276,-13.68,99,98,4.05,RU,2022-02-14 18:47:00
Chase,50.8165,-119.6857,37.15,96,100,0.76,CA,2022-02-14 18:43:12
Rawson,-43.3002,-65.1023,65.3,49,100,8.61,AR,2022-02-14 18:47:01
Port-Gentil,-0.7193,8.7815,80.56,83,20,8.05,GA,2022-02-14 18:47:01
Olavarria,-36.8927,-60.3225,85.01,36,6,9.57,AR,2022-02-14 18:47:02
Merauke,-8.4667,140.3333,77.54,85,74,9.73,ID,2022-02-14 18:47:03
Damghan,36.1683,54.348,39.79,54,65,3.53,IR,2022-02-14 18:47:03
Taketa,32.9652,131.3785,38.17,82,8,5.79,JP,2022-02-14 18:47:04
Whitecourt,54.1502,-115.6855,22.24,79,100,8.05,CA,2022-02-14 18:47:05
Tsiroanomandidy,-18.7667,46.0333,68.38,96,100,3.06,MG,2022-02-14 18:47:05
Warrington,53.3925,-2.5802,45.45,82,75,20.71,GB,2022-02-14 18:47:06
Kieta,-6.2167,155.6333,78.82,86,100,7.0,PG,2022-02-14 18:47:07
Chokwe,-24.5333,32.9833,78.03,75,55,8.61,MZ,2022-02-14 18:47:07
Namibe,-15.1961,12.1522,77.11,82,100,4.61,AO,2022-02-14 18:47:08
Corn Island,12.1694,-83.0418,79.84,75,10,25.05,NI,2022-02-14 18:47:09
Mayumba,-3.432,10.6554,77.68,82,100,2.59,GA,2022-02-14 18:47:10
Secunda,-26.55,29.1667,65.32,90,35,5.01,ZA,2022-02-14 18:47:10
Mitsamiouli,-11.3847,43.2844,80.89,89,40,3.44,KM,2022-02-14 18:47:11
Ilave,-16.0833,-69.6667,56.46,55,43,8.46,PE,2022-02-14 18:47:12
Pimentel,-6.8367,-79.9342,79.09,61,0,10.36,PE,2022-02-14 18:48:13
Bandar-E Anzali,37.4727,49.4622,44.71,85,96,2.8,IR,2022-02-14 18:48:13
Makaha,21.4694,-158.2175,75.65,88,0,3.44,US,2022-02-14 18:47:26
Tautira,-17.7333,-149.15,84.22,76,76,17.92,PF,2022-02-14 18:48:14
Champerico,14.3,-91.9167,90.77,59,6,11.45,GT,2022-02-14 18:43:22
Porbandar,21.6422,69.6093,68.67,64,0,9.08,IN,2022-02-14 18:48:15
Amapa,1.0,-52.0,74.93,97,100,3.22,BR,2022-02-14 18:48:16
Caravelas,-17.7125,-39.2481,83.59,66,0,9.64,BR,2022-02-14 18:48:17
Suffolk,40.8668,-72.7996,25.36,47,0,19.57,US,2022-02-14 18:48:18
Huarmey,-10.0681,-78.1522,77.4,68,27,12.82,PE,2022-02-14 18:48:19
Murray Bridge,-35.1167,139.2667,68.68,88,40,6.6,AU,2022-02-14 18:48:19
Nosy Varika,-20.5833,48.5333,76.33,90,11,2.21,MG,2022-02-14 18:48:20
Novovyazniki,56.1975,42.1711,26.11,93,100,8.88,RU,2022-02-14 18:48:21
Sioux Lookout,50.1001,-91.917,-0.02,71,75,8.05,CA,2022-02-14 18:48:21
Henties Bay,-22.116,14.2845,75.85,81,17,2.57,NA,2022-02-14 18:48:22
Olga,43.7444,135.2892,23.88,93,100,2.06,RU,2022-02-14 18:48:23
Sandwick,60.0,-1.25,35.42,80,20,13.8,GB,2022-02-14 18:48:23
Kishapu,-3.6167,33.8667,66.79,84,100,4.94,TZ,2022-02-14 18:48:24
Vostok,46.4856,135.8833,9.03,95,100,3.76,RU,2022-02-14 18:48:25
Nabire,-3.3667,135.4833,75.04,92,100,3.78,ID,2022-02-14 18:48:25
Yarada,17.65,83.2667,70.12,83,20,2.3,IN,2022-02-14 18:48:26
Kapoeta,4.7717,33.5903,89.46,23,11,4.47,SS,2022-02-14 18:48:27
Galiakot,23.5167,74.0,68.56,33,3,2.46,IN,2022-02-14 18:48:27
Chivay,-15.6383,-71.6011,56.28,58,100,7.29,PE,2022-02-14 18:48:28
Dajal,29.5577,70.3762,62.26,34,0,7.85,PK,2022-02-14 18:48:29
Saint-Francois,46.4154,3.9054,44.67,86,75,4.61,FR,2022-02-14 18:48:29
Cirie,45.2351,7.5988,39.81,81,75,6.91,IT,2022-02-14 18:48:30
Palatka,29.6486,-81.6376,62.04,33,0,6.2,US,2022-02-14 18:47:28
Berlevag,70.8578,29.0864,33.75,75,75,48.34,NO,2022-02-14 18:48:31
Zhezkazgan,47.8043,67.7144,14.95,85,89,17.67,KZ,2022-02-14 18:48:32
Vredendal,-31.6683,18.5012,79.66,50,98,0.34,ZA,2022-02-14 18:48:32
Kabalo,-6.05,26.9167,70.79,94,45,2.35,CD,2022-02-14 18:48:33
San Vicente,-26.6167,-54.1333,91.94,18,20,5.32,AR,2022-02-14 18:48:34
Marabba,12.35,32.1833,81.21,16,1,13.04,SD,2022-02-14 18:48:34
Opuwo,-18.0607,13.84,68.77,87,100,4.14,NA,2022-02-14 18:48:35
Talara,-4.5772,-81.2719,84.96,51,0,18.41,PE,2022-02-14 18:48:36
Kampene,-3.6,26.6667,67.87,99,74,2.17,CD,2022-02-14 18:48:36
Manakara,-22.1333,48.0167,75.87,92,7,4.9,MG,2022-02-14 18:48:37
Lleida,41.6167,0.6167,55.89,58,0,24.16,ES,2022-02-14 18:48:38
Katherine,-14.4667,132.2667,79.12,78,100,0.0,AU,2022-02-14 18:48:39
Sharjah,25.3573,55.4033,73.38,58,0,8.05,AE,2022-02-14 18:48:02
Naryan-Mar,67.6713,53.087,9.19,89,100,18.1,RU,2022-02-14 18:48:40
Tawau,4.2498,117.8871,77.13,88,34,3.0,MY,2022-02-14 18:48:40
Potosi,-19.5836,-65.7531,57.74,49,95,9.78,BO,2022-02-14 18:47:12
Vierzon,47.2101,2.0625,46.78,93,32,8.9,FR,2022-02-14 18:48:41
Phangnga,8.4509,98.5298,80.64,95,79,3.4,TH,2022-02-14 18:48:42
Waingapu,-9.6567,120.2641,78.62,85,2,7.63,ID,2022-02-14 18:48:43
Abu Dhabi,24.4667,54.3667,68.11,73,0,4.61,AE,2022-02-14 18:48:43
Bilibino,68.0546,166.4372,-30.24,100,70,2.55,RU,2022-02-14 18:48:44
Bom Jesus,-9.0744,-44.3586,87.35,56,61,4.14,BR,2022-02-14 18:49:45
Lethem,3.3803,-59.7968,93.25,49,75,13.8,GY,2022-02-14 18:49:45
Vestmannaeyjar,63.4427,-20.2734,38.39,87,40,61.0,IS,2022-02-14 18:49:47
San Juan,-31.5375,-68.5364,94.98,13,5,10.85,AR,2022-02-14 18:49:47
Tazmalt,36.3868,4.3989,52.59,63,61,3.91,DZ,2022-02-14 18:49:48
Mount Isa,-20.7333,139.5,76.77,47,100,8.05,AU,2022-02-14 18:49:49
Chadiza,-14.0678,32.4392,64.99,99,100,3.98,ZM,2022-02-14 18:49:49
Iberia,29.9502,-91.7507,66.06,27,0,4.61,US,2022-02-14 18:49:50
Auki,-8.7676,160.7034,77.05,88,98,4.43,SB,2022-02-14 18:49:51
Taicheng,38.731,113.228,17.85,62,47,1.9,CN,2022-02-14 18:49:52
Salcedo,12.8105,121.4674,73.92,84,86,6.44,PH,2022-02-14 18:49:52
Wanning,18.8003,110.3967,67.3,91,100,7.87,CN,2022-02-14 18:49:53
Amarwara,22.3,79.1667,61.18,37,0,2.53,IN,2022-02-14 18:49:54
Halifax,44.6453,-63.5724,23.49,87,100,15.01,CA,2022-02-14 18:44:57
Kurumkan,54.3,110.3,-16.04,87,23,3.74,RU,2022-02-14 18:49:55
Itoman,26.1247,127.6694,62.62,66,100,11.5,JP,2022-02-14 18:49:56
Belyy Yar,53.6039,91.3903,-11.15,63,99,0.0,RU,2022-02-14 18:49:56
Vila Do Maio,15.1333,-23.2167,75.99,75,100,16.8,CV,2022-02-14 18:49:57
Ilulissat,69.2167,-51.1,3.22,60,75,9.22,GL,2022-02-14 18:49:57
Watertown,42.3709,-71.1828,24.3,47,40,17.27,US,2022-02-14 18:49:58
