City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Port Hardy,50.6996,-127.4199,41.76,100,75,2.3,CA,2022-02-13 16:36:52
Kimparana,12.8347,-4.9244,91.92,7,2,7.74,ML,2022-02-13 16:36:53
Ixtapa,20.7,-105.2,72.63,60,75,0.0,MX,2022-02-13 16:36:53
Karratha,-20.7377,116.8463,83.73,68,16,14.09,AU,2022-02-13 16:37:54
Souillac,-20.5167,57.5167,81.36,89,40,8.05,MU,2022-02-13 16:37:54
Kangaatsiaq,68.3065,-53.4641,7.43,89,100,16.49,GL,2022-02-13 16:37:55
Richards Bay,-28.783,32.0377,77.7,78,6,9.64,ZA,2022-02-13 16:37:56
Itagiba,-14.2836,-39.8428,79.12,87,97,2.95,BR,2022-02-13 16:37:56
Ilulissat,69.2167,-51.1,19.42,58,75,9.22,GL,2022-02-13 16:37:57
Cayenne,4.9333,-52.3333,84.09,81,100,17.27,GF,2022-02-13 16:37:58
Manggar,-2.8833,108.2667,77.9,85,87,2.8,ID,2022-02-13 16:37:58
Mpika,-11.8343,31.4529,62.01,96,100,3.36,ZM,2022-02-13 16:37:59
Henties Bay,-22.116,14.2845,76.86,78,13,7.45,NA,2022-02-13 16:38:00
Mayo,38.8876,-76.5119,36.34,86,100,8.99,US,2022-02-13 16:38:00
Sabang,5.8933,95.3214,82.74,73,33,11.18,ID,2022-02-13 16:38:01
Fort Nelson,58.8053,-122.7002,-4.41,77,75,4.61,CA,2022-02-13 16:38:01
San Borja,-14.8167,-66.85,74.08,87,100,1.57,BO,2022-02-13 16:38:02
Nunoa,-14.48,-70.6411,50.88,62,94,1.39,PE,2022-02-13 16:38:03
Madimba,-10.4,40.3333,78.84,86,94,6.04,TZ,2022-02-13 16:38:03
Te Anau,-45.4167,167.7167,42.49,95,23,1.63,NZ,2022-02-13 16:38:04
Igarapava,-20.0383,-47.7469,85.12,77,77,2.95,BR,2022-02-13 16:38:05
Jizan,17.3333,42.6667,81.54,71,95,9.71,SA,2022-02-13 16:38:05
Vila Velha,-20.3297,-40.2925,87.75,66,40,12.66,BR,2022-02-13 16:38:06
Pyaozerskiy,65.8333,31.1667,21.15,94,100,11.05,RU,2022-02-13 16:38:07
Bereda,43.2686,-7.5406,50.0,100,100,10.07,ES,2022-02-13 16:38:07
Bairiki,1.3292,172.9752,80.6,83,40,6.91,KI,2022-02-13 16:38:08
Matagami,49.7502,-77.6328,-7.49,59,0,4.61,CA,2022-02-13 16:38:09
Puerto Penasco,31.3167,-113.5333,68.63,33,40,6.15,MX,2022-02-13 16:38:09
Talaya,61.3833,152.75,-40.38,100,89,1.48,RU,2022-02-13 16:38:10
Ilovlya,49.3033,43.9796,25.9,93,7,8.86,RU,2022-02-13 16:38:11
Svetlyy,54.675,20.1347,39.25,69,95,16.73,RU,2022-02-13 16:38:11
San Patricio,28.017,-97.5169,54.93,24,0,8.25,US,2022-02-13 16:36:23
Erenhot,43.6475,111.9767,-4.92,90,11,6.11,CN,2022-02-13 16:38:12
Kheda,22.75,72.6833,68.29,26,0,7.92,IN,2022-02-13 16:38:13
Uglegorsk,49.0833,142.0333,13.78,91,100,3.18,RU,2022-02-13 16:38:14
Yorkton,51.2167,-102.4677,12.04,79,100,14.97,CA,2022-02-13 16:38:14
Lahad Datu,5.0268,118.327,75.85,90,100,4.43,MY,2022-02-13 16:38:15
Corning,42.1428,-77.0547,21.63,58,100,5.75,US,2022-02-13 16:38:16
Namibe,-15.1961,12.1522,77.07,73,100,7.65,AO,2022-02-13 16:38:17
Hovd,48.0056,91.6419,-11.76,80,83,2.57,MN,2022-02-13 16:38:17
Olga,43.7444,135.2892,12.51,75,92,7.18,RU,2022-02-13 16:38:18
Haverfordwest,51.8017,-4.9691,49.59,95,100,5.99,GB,2022-02-13 16:38:19
Sao Filipe,14.8961,-24.4956,76.95,55,26,13.6,CV,2022-02-13 16:38:19
Charters Towers,-20.1,146.2667,70.09,77,31,6.89,AU,2022-02-13 16:34:56
Cacoal,-11.4386,-61.4472,75.85,90,100,5.35,BR,2022-02-13 16:38:20
Smithers,54.7804,-127.1743,23.32,100,100,3.44,CA,2022-02-13 16:38:21
Wonthaggi,-38.6044,145.5913,70.68,79,95,3.06,AU,2022-02-13 16:38:22
Nishihara,26.1842,127.7558,65.48,94,100,8.05,JP,2022-02-13 16:38:23
Billings,45.7833,-108.5007,45.52,41,75,14.97,US,2022-02-13 16:34:52
Kabanjahe,3.1001,98.4908,65.16,97,81,1.86,ID,2022-02-13 16:38:24
Namatanai,-3.6667,152.4333,78.4,83,100,4.12,PG,2022-02-13 16:38:25
Dingle,10.9995,122.6711,74.86,92,90,6.64,PH,2022-02-13 16:39:26
Ballina,-28.8667,153.5667,67.96,94,75,5.75,AU,2022-02-13 16:39:27
Vao,-22.6667,167.4833,79.41,83,100,7.61,NC,2022-02-13 16:36:31
Preobrazheniye,42.9019,133.9064,14.36,59,2,6.51,RU,2022-02-13 16:39:28
Bulawayo,-20.15,28.5833,73.85,46,2,8.08,ZW,2022-02-13 16:39:29
Olkhovka,53.2115,60.6069,17.89,96,100,5.79,RU,2022-02-13 16:39:29
Kolokani,13.5728,-8.0339,90.57,7,18,6.02,ML,2022-02-13 16:39:31
Nizwa,22.9333,57.5333,67.86,54,11,5.5,OM,2022-02-13 16:39:31
Mandalgovi,45.7625,106.2708,-4.52,77,63,8.08,MN,2022-02-13 16:39:32
Guerrero Negro,27.9769,-114.0611,71.82,32,82,2.91,MX,2022-02-13 16:35:35
Moyale,3.5167,39.0584,78.35,23,70,8.14,KE,2022-02-13 16:39:33
Nogent-Le-Rotrou,48.3333,1.0,55.4,76,100,22.26,FR,2022-02-13 16:39:34
Murgab,37.4966,61.9714,44.47,70,0,4.61,TM,2022-02-13 16:39:35
Hambantota,6.1241,81.1185,74.88,88,100,17.69,LK,2022-02-13 16:39:35
Saint George,37.1041,-113.5841,62.35,32,0,0.0,US,2022-02-13 16:39:36
Sao Joao Da Barra,-21.6403,-41.0511,84.29,78,71,6.89,BR,2022-02-13 16:39:37
Itoman,26.1247,127.6694,66.22,94,100,8.05,JP,2022-02-13 16:39:37
Alice Springs,-23.7,133.8833,63.95,68,0,2.3,AU,2022-02-13 16:35:37
Pedasi,7.5333,-80.0333,82.08,70,59,13.42,PA,2022-02-13 16:39:39
Leczna,51.3012,22.8814,36.1,64,0,4.61,PL,2022-02-13 16:37:41
Nizhniy Lomov,53.5304,43.6766,27.09,93,100,14.03,RU,2022-02-13 16:39:40
Heishan,41.6892,122.1128,14.5,91,100,13.62,CN,2022-02-13 16:39:41
General Roca,-39.0333,-67.5833,82.8,12,5,13.22,AR,2022-02-13 16:39:42
La Cruz,23.9167,-106.9,76.66,23,93,3.85,MX,2022-02-13 16:39:43
Baykit,61.67,96.37,-13.59,100,87,3.53,RU,2022-02-13 16:39:44
Eyl,7.9803,49.8164,75.67,74,50,20.04,SO,2022-02-13 16:39:44
Camapua,-19.5314,-54.0439,91.62,38,76,3.29,BR,2022-02-13 16:39:45
Tabat,-2.635,115.2274,75.63,84,99,0.56,ID,2022-02-13 16:39:45
Goderich,43.7501,-81.7165,18.91,79,91,5.75,CA,2022-02-13 16:39:46
Laguna,38.421,-121.4238,68.5,83,0,3.44,US,2022-02-13 16:35:46
Champerico,14.3,-91.9167,90.77,59,45,7.43,GT,2022-02-13 16:39:47
Berlevag,70.8578,29.0864,19.4,78,100,12.08,NO,2022-02-13 16:39:48
Brae,60.3964,-1.353,44.51,84,96,1.81,GB,2022-02-13 16:39:49
Yumen,40.2833,97.2,27.61,43,100,9.53,CN,2022-02-13 16:39:50
Mount Isa,-20.7333,139.5,73.17,100,100,5.75,AU,2022-02-13 16:39:50
Moose Factory,51.2585,-80.6094,-7.6,59,0,9.22,CA,2022-02-13 16:39:51
Sembe,1.6481,14.5806,89.1,21,66,3.8,CG,2022-02-13 16:39:51
Maarianhamina,60.0973,19.9348,37.26,81,100,17.27,AX,2022-02-13 16:39:52
Poum,-20.2333,164.0167,81.48,76,100,14.47,NC,2022-02-13 16:36:54
Wagar,16.1525,36.2032,79.74,36,43,14.5,SD,2022-02-13 16:39:53
Chernyshevskiy,63.0128,112.4714,-22.99,100,62,1.48,RU,2022-02-13 16:39:54
Padang,-0.9492,100.3543,77.77,83,99,3.69,ID,2022-02-13 16:39:54
Manzanillo,20.3433,-77.1167,84.97,54,2,4.25,CU,2022-02-13 16:39:55
Lompoc,34.6391,-120.4579,82.13,45,0,10.36,US,2022-02-13 16:39:14
Omboue,-1.5746,9.2618,80.6,76,93,6.17,GA,2022-02-13 16:39:56
Saint-Pierre,-21.3393,55.4781,80.28,83,20,19.57,RE,2022-02-13 16:39:57
Calvinia,-31.4707,19.776,72.39,63,79,7.56,ZA,2022-02-13 16:39:57
Ngama,11.7833,17.1667,85.39,10,2,8.37,TD,2022-02-13 16:39:58
Kalmunai,7.4167,81.8167,74.23,91,100,5.59,LK,2022-02-13 16:40:59
Kuching,1.55,110.3333,77.22,94,20,2.3,MY,2022-02-13 16:41:00
Abu Kamal,34.4506,40.9171,59.29,29,0,5.44,SY,2022-02-13 16:41:01
Ahipara,-35.1667,173.1667,63.79,63,30,8.63,NZ,2022-02-13 16:41:01
Pimentel,-6.8367,-79.9342,84.49,48,0,5.75,PE,2022-02-13 16:41:02
Saint Anthony,45.0205,-93.218,4.93,64,0,5.75,US,2022-02-13 16:41:03
Beira,-19.8436,34.8389,82.49,74,20,12.66,MZ,2022-02-13 16:41:03
Yurty,56.0498,97.6348,-14.04,99,13,5.48,RU,2022-02-13 16:41:04
Kyren,51.6828,102.1408,-6.75,96,100,0.89,RU,2022-02-13 16:41:05
Barreirinha,-2.7933,-57.07,85.5,67,75,5.66,BR,2022-02-13 16:41:05
Podporozhye,60.9112,34.1706,30.36,93,100,11.18,RU,2022-02-13 16:41:06
Gamba,-2.65,10.0,80.01,76,93,6.08,GA,2022-02-13 16:41:07
Bay Roberts,47.5999,-53.2648,46.24,70,80,15.01,CA,2022-02-13 16:41:08
Mazara Del Vallo,37.6641,12.588,57.15,78,7,7.16,IT,2022-02-13 16:41:08
Shkurinskaya,46.5858,39.3599,35.17,63,0,4.88,RU,2022-02-13 16:41:09
San Angelo,31.4638,-100.437,52.54,32,0,12.66,US,2022-02-13 16:37:45
San Agustin,20.5333,-103.4667,61.52,31,100,6.31,MX,2022-02-13 16:41:10
Getulio Vargas,-32.6796,-53.5494,77.79,23,1,15.37,UY,2022-02-13 16:41:11
Moron,-34.6534,-58.6198,78.03,38,0,8.14,AR,2022-02-13 16:41:12
Hopewell,37.3043,-77.2872,42.89,72,100,8.95,US,2022-02-13 16:41:13
Hohhot,40.8106,111.6522,-1.91,65,0,2.24,CN,2022-02-13 16:41:14
Kampong Chhnang,12.1667,104.55,84.0,55,75,7.43,KH,2022-02-13 16:41:15
Balsas,-7.5325,-46.0356,84.18,67,40,3.24,BR,2022-02-13 16:41:16
Mokobeng,-22.9965,27.6678,83.05,22,24,3.36,BW,2022-02-13 16:41:17
Joao Pessoa,-7.115,-34.8631,88.03,62,40,13.8,BR,2022-02-13 16:41:17
Qena,26.1615,32.7183,73.51,16,0,7.58,EG,2022-02-13 16:39:33
Hopelchen,19.7667,-89.85,76.28,62,90,6.42,MX,2022-02-13 16:41:19
Sinnamary,5.3833,-52.95,79.88,83,32,10.29,GF,2022-02-13 16:41:19
Huarmey,-10.0681,-78.1522,77.5,68,26,10.22,PE,2022-02-13 16:41:20
Turochak,52.2576,87.1224,9.86,96,99,2.8,RU,2022-02-13 16:41:21
Yarega,63.4354,53.5765,2.23,100,79,3.87,RU,2022-02-13 16:41:22
Alenquer,-1.9417,-54.7383,84.54,49,91,4.97,BR,2022-02-13 16:41:24
Santa Fe,-31.6333,-60.7,79.99,37,0,3.0,AR,2022-02-13 16:41:25
Sikonge,-5.6333,32.7667,67.32,89,57,2.86,TZ,2022-02-13 16:41:27
Fomboni,-12.28,43.7425,82.06,76,30,4.52,KM,2022-02-13 16:41:28
Whitehorse,60.7161,-135.0538,11.1,84,75,3.44,CA,2022-02-13 16:41:29
Tecoanapa,16.5167,-98.75,85.87,37,87,4.83,MX,2022-02-13 16:41:29
Madison,34.7334,-86.5667,35.44,49,0,9.22,US,2022-02-13 16:41:30
Batagay-Alyta,67.8006,130.4114,-9.18,86,100,3.27,RU,2022-02-13 16:41:31
Vanimo,-2.6741,141.3028,77.63,88,59,6.64,PG,2022-02-13 16:41:31
Nyimba,-14.5566,30.8149,69.8,95,100,3.74,ZM,2022-02-13 16:41:32
Otane,-39.8833,176.6333,55.0,84,100,6.22,NZ,2022-02-13 16:41:32
Williams Lake,52.1415,-122.1445,29.77,78,100,4.61,CA,2022-02-13 16:40:08
Marawi,7.9986,124.2928,65.64,91,94,2.24,PH,2022-02-13 16:41:34
Port Blair,11.6667,92.75,77.04,78,40,3.44,IN,2022-02-13 16:41:34
Morbach,49.8167,7.1167,49.3,66,0,13.8,DE,2022-02-13 16:42:35
Qasigiannguit,68.8193,-51.1922,19.65,87,100,5.46,GL,2022-02-13 16:42:36
Port Antonio,18.18,-76.4612,84.11,60,1,11.12,JM,2022-02-13 16:42:36
Bonavista,48.6499,-53.1147,41.0,71,100,16.44,CA,2022-02-13 16:42:37
Aloleng,16.1307,119.7824,78.39,77,80,6.17,PH,2022-02-13 16:42:37
Manokwari,-0.8667,134.0833,77.86,82,100,4.81,ID,2022-02-13 16:42:38
Shahrud,36.4182,54.9763,38.64,67,6,10.92,IR,2022-02-13 16:42:39
Atambua,-9.1061,124.8925,73.58,89,85,3.22,ID,2022-02-13 16:42:39
Kachug,53.9606,105.8817,-28.43,100,68,1.68,RU,2022-02-13 16:42:40
Anadyr,64.75,177.4833,-26.9,68,0,11.18,RU,2022-02-13 16:42:40
Martinsburg,39.4562,-77.9639,33.42,67,100,10.36,US,2022-02-13 16:42:41
Mangochi,-14.4782,35.2645,72.68,92,84,3.89,MW,2022-02-13 16:42:42
Taraza,7.5836,-75.4007,88.83,58,37,4.47,CO,2022-02-13 16:42:42
Englewood,39.6478,-104.9878,50.77,42,20,8.05,US,2022-02-13 16:39:20
Sao Jose Da Coroa Grande,-8.8978,-35.1478,85.42,62,12,13.85,BR,2022-02-13 16:42:43
Iwanai,42.9744,140.5089,29.25,74,100,10.16,JP,2022-02-13 16:39:16
Morro Bay,35.3658,-120.8499,68.32,55,11,2.95,US,2022-02-13 16:42:44
Renukut,24.2,83.0333,57.24,41,0,3.29,IN,2022-02-13 16:42:45
Shelburne,44.0787,-80.2041,11.75,82,97,2.19,CA,2022-02-13 16:42:46
Severo-Kurilsk,50.6789,156.125,23.09,70,37,10.18,RU,2022-02-13 16:42:47
Iskateley,67.6803,53.1512,0.48,98,64,8.43,RU,2022-02-13 16:42:48
Hami,42.8,93.45,27.99,49,100,6.76,CN,2022-02-13 16:42:48
Springdale,36.1867,-94.1288,41.58,44,0,11.5,US,2022-02-13 16:42:49
Manalongon,9.2209,122.886,77.68,82,100,7.27,PH,2022-02-13 16:42:50
Shubarshi,48.5872,57.1869,15.69,95,61,11.79,KZ,2022-02-13 16:42:51
Kochevo,59.5994,54.3125,13.95,98,99,3.36,RU,2022-02-13 16:42:52
Port Moresby,-9.4431,147.1797,76.42,88,20,5.75,PG,2022-02-13 16:42:52
Uray,60.1247,64.7758,-12.89,100,58,3.56,RU,2022-02-13 16:42:53
Hobyo,5.3505,48.5268,77.38,70,39,14.27,SO,2022-02-13 16:42:54
Yar-Sale,66.8333,70.8333,-7.1,94,100,9.57,RU,2022-02-13 16:42:04
Arlit,18.7369,7.3853,80.31,7,0,2.3,NE,2022-02-13 16:42:55
Faya,18.3851,42.4509,62.71,62,9,4.03,SA,2022-02-13 16:42:56
Kathmandu,27.7167,85.3167,50.22,87,20,2.3,NP,2022-02-13 16:42:26
Portland,45.5234,-122.6762,51.04,59,0,7.0,US,2022-02-13 16:41:05
Meulaboh,4.1363,96.1285,76.95,88,70,3.4,ID,2022-02-13 16:42:07
College,64.8569,-147.8028,6.91,84,100,0.0,US,2022-02-13 16:42:58
Moree,-29.4667,149.85,64.42,68,0,8.05,AU,2022-02-13 16:42:58
Loreto,22.2667,-101.9667,57.96,50,91,9.35,MX,2022-02-13 16:42:59
Alta Floresta,-9.8756,-56.0861,78.17,88,99,4.68,BR,2022-02-13 16:42:59
Kachiry,53.0675,76.1036,11.89,92,94,14.2,KZ,2022-02-13 16:43:00
Husavik,66.0449,-17.3389,3.11,79,14,14.85,IS,2022-02-13 16:41:50
Severomorsk,69.0689,33.4162,5.4,76,98,7.27,RU,2022-02-13 16:43:01
Montlucon,46.3333,2.6,57.7,59,68,1.99,FR,2022-02-13 16:43:02
Ambilobe,-13.2,49.05,73.72,92,32,1.41,MG,2022-02-13 16:43:03
Amanganj,24.4333,80.0333,59.54,35,0,6.44,IN,2022-02-13 16:43:03
Buckie,57.6757,-2.9624,44.33,64,100,4.52,GB,2022-02-13 16:43:04
Constitucion,-35.3333,-72.4167,68.45,72,5,11.05,CL,2022-02-13 16:43:04
Zhangjiakou,40.81,114.8794,6.49,73,92,9.57,CN,2022-02-13 16:43:05
Baikunthpur,23.25,82.55,56.95,28,0,3.76,IN,2022-02-13 16:44:06
Khandyga,62.6667,135.6,-39.37,100,91,1.99,RU,2022-02-13 16:44:07
Akyab,20.15,92.9,66.92,63,81,8.34,MM,2022-02-13 16:44:07
Tias,28.9611,-13.645,69.48,56,20,16.11,ES,2022-02-13 16:44:09
Chalus,36.655,51.4204,49.46,87,100,6.91,IR,2022-02-13 16:44:10
Nanzhang,31.7765,111.8386,42.69,81,62,2.04,CN,2022-02-13 16:44:10
Wenling,28.3669,121.36,45.91,91,100,7.81,CN,2022-02-13 16:44:11
Nagato,34.3833,131.2,46.31,77,100,14.94,JP,2022-02-13 16:44:12
Sovetskaya Gavan,48.9723,140.2878,15.8,96,100,6.06,RU,2022-02-13 16:44:14
Barberton,-25.7884,31.0532,80.65,49,13,3.33,ZA,2022-02-13 16:44:14
Mahon,39.8885,4.2658,54.16,82,40,8.05,ES,2022-02-13 16:44:15
Beauly,57.484,-4.4587,43.09,92,100,3.2,GB,2022-02-13 16:42:11
Labuhan,-6.8844,112.2051,78.08,85,99,0.98,ID,2022-02-13 16:44:16
Eyrarbakki,63.863,-21.1481,34.84,83,99,13.6,IS,2022-02-13 16:44:17
Yushu,44.8,126.5333,-0.44,94,99,6.55,CN,2022-02-13 16:44:17
Varkaus,62.3153,27.873,32.31,97,100,11.65,FI,2022-02-13 16:44:18
Ambon,-3.6954,128.1814,76.71,89,100,2.57,ID,2022-02-13 16:44:19
Palauig,15.435,119.9045,79.36,73,100,3.51,PH,2022-02-13 16:42:01
Ranong,9.9658,98.6348,76.75,87,64,3.89,TH,2022-02-13 16:40:10
San Andres,12.5847,-81.7006,84.22,70,20,16.11,CO,2022-02-13 16:44:20
Conceicao Do Araguaia,-8.2578,-49.2647,79.09,76,100,3.65,BR,2022-02-13 16:44:21
Ketchikan,55.3422,-131.6461,39.18,100,100,0.0,US,2022-02-13 16:44:22
Mackenzie,55.2999,-123.1698,23.22,93,75,2.3,CA,2022-02-13 16:44:22
Vila Franca Do Campo,37.7167,-25.4333,65.19,65,97,6.51,PT,2022-02-13 16:44:23
Belyy Yar,53.6039,91.3903,-24.14,56,27,2.24,RU,2022-02-13 16:44:23
Mananjary,-21.2167,48.3333,76.05,91,16,6.42,MG,2022-02-13 16:44:24
Kushiro,42.975,144.3747,19.54,95,62,5.28,JP,2022-02-13 16:44:25
Miramar,25.9873,-80.2323,64.42,91,75,8.05,US,2022-02-13 16:44:25
Coihaique,-45.5752,-72.0662,80.55,29,0,6.91,CL,2022-02-13 16:44:26
Berbera,10.4396,45.0143,76.37,65,15,6.24,SO,2022-02-13 16:44:27
Pitimbu,-7.4706,-34.8086,88.39,65,2,10.87,BR,2022-02-13 16:44:27
Kochi,9.9399,76.2602,78.78,76,92,3.44,IN,2022-02-13 16:44:28
Bosaso,11.2842,49.1816,75.25,69,52,3.83,SO,2022-02-13 16:44:29
Russkoye,45.0167,34.8,29.01,79,43,4.21,UA,2022-02-13 16:44:29
Natal,-5.795,-35.2094,88.45,66,75,17.27,BR,2022-02-13 16:42:23
Mporokoso,-9.3727,30.125,62.42,95,100,2.66,ZM,2022-02-13 16:44:30
Daru,-9.0763,143.2092,79.45,77,18,10.0,PG,2022-02-13 16:44:31
Diffa,13.3154,12.6113,79.38,10,24,8.66,NE,2022-02-13 16:44:32
Galle,6.0367,80.217,74.71,88,100,10.11,LK,2022-02-13 16:43:46
Coquimbo,-29.9533,-71.3436,71.33,60,20,6.91,CL,2022-02-13 16:44:33
Linxia,35.6003,103.2064,13.86,81,4,3.96,CN,2022-02-13 16:44:33
Leon,21.1167,-101.6667,61.27,48,74,4.94,MX,2022-02-13 16:41:34
Nevers,46.9167,3.3333,54.19,58,0,14.97,FR,2022-02-13 16:44:34
Codrington,-38.2667,141.9667,60.03,95,69,4.74,AU,2022-02-13 16:44:35
Tunceli,39.1083,39.5471,40.06,79,100,5.86,TR,2022-02-13 16:44:36
Cap Malheureux,-19.9842,57.6142,81.46,76,100,5.01,MU,2022-02-13 16:44:37
Sambava,-14.2667,50.1667,78.01,84,26,3.24,MG,2022-02-13 16:44:58
Makambako,-8.8453,34.823,59.95,93,97,1.3,TZ,2022-02-13 16:45:38
Roma,43.2128,-75.4557,22.42,65,100,4.61,US,2022-02-13 16:45:38
Esperance,-33.8667,121.9,60.64,72,0,13.06,AU,2022-02-13 16:43:02
Najran,17.4924,44.1277,63.25,32,84,6.93,SA,2022-02-13 16:45:40
San Miguel De Cauri,-10.1,-76.5833,52.74,65,99,4.63,PE,2022-02-13 16:45:40
Ostrow Wielkopolski,51.655,17.8069,42.58,68,32,10.45,PL,2022-02-13 16:45:41
Upata,8.0086,-62.3989,83.19,42,99,4.7,VE,2022-02-13 16:45:42
Paita,-5.0892,-81.1144,90.16,61,92,9.01,PE,2022-02-13 16:45:43
